Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1TbihmZ2BtE4JP6C85I0zZ,"Rise","Beyond Good and Evil","The Cult",2001,219000,47,false,,2023-11-26T17:14:31Z,"hard rock,rock gótico,glam metal","Lava/Atlantic",0.349,0.92,7,-3.44,1,0.0607,0.0000233,0.0259,0.0365,0.417,148.521,4
spotify:track:0KGIbrNYktDXYyHopcDI2L,"Make Me Wanna Die","Light Me Up","The Pretty Reckless",2010-01-01,235653,64,false,,2023-11-22T21:42:48Z,"","DAS Label / Interscope Records",0.495,0.905,8,-3.768,1,0.0653,0.00227,0.00000329,0.142,0.215,97.106,4
spotify:track:550KgItRToVReX4wDaX9zq,"Set You Free","Doom Crew Inc.","Black Label Society",2021-11-26,237584,46,false,,2023-11-22T14:47:42Z,"groove metal,metal,heavy metal","Spinefarm",0.431,0.735,1,-4.791,0,0.0331,0.0000207,0.000699,0.0975,0.199,111.941,4
spotify:track:6VsTU2UGs8A432MhvDPzga,"Ruthless","Ruthless","Nonpoint",2021-12-27,193585,43,false,,2023-11-20T10:48:32Z,"nu metal,rap metal,metal alternativo","361 Degrees Records under exclusive license to Amuseio AB",0.455,0.931,1,-5.152,0,0.093,0.000876,0.00081,0.384,0.556,176.012,4
spotify:track:3MSXNZZuIEAWmtCkLJMtG0,"Born to Roam","We're the Bastards","Phil Campbell and the Bastard Sons",2020-11-13,298702,33,false,,2023-10-24T21:08:36Z,"hard rock","Nuclear Blast",0.366,0.888,9,-5.462,0,0.0382,0.000759,0,0.0648,0.748,184.992,4
spotify:track:6cJRjKolnLTz0Q0TbwJaSv,"Still Alive","Us And The Night","3 Doors Down",2016-03-11,161946,52,false,,2023-10-20T22:09:26Z,"post-grunge","Universal Records",0.427,0.962,11,-4.263,0,0.0508,0.000245,0.415,0.157,0.568,169.943,4
spotify:track:66nSVfYvFEiWbwjg9wAel5,"Bite My Tongue","We're the Bastards","Phil Campbell and the Bastard Sons",2020-11-13,186635,29,false,,2023-10-19T21:29:49Z,"hard rock","Nuclear Blast",0.525,0.953,7,-4.521,1,0.0399,0.0000668,0,0.317,0.638,106.29,4
spotify:track:0QjjdpAYXM0yCTPjyVTlvt,"Vilify","Device (Deluxe Version)","Device",2013-04-02,219773,45,true,,2023-10-16T12:16:39Z,"","Warner Records",0.441,0.982,0,-3.95,1,0.178,0.0047,0,0.176,0.497,165.891,4
spotify:track:5axOkQnmQmwtjr4bv1Xt7i,"I Don't Wanna Stop","Black Rain (Expanded Edition)","Ozzy Osbourne",2007-05-18,239827,69,false,,2023-10-15T14:55:26Z,"metal,glam metal,heavy metal,hard rock","Epic",0.578,0.937,5,-3.926,1,0.0724,0.000963,0.00000225,0.4,0.769,137.937,4
spotify:track:5aeIj88MLdekYvObw5Yisk,"Is There Anybody Out There?","Is There Anybody Out There?","Machine Head",2016-06-03,272665,60,false,,2023-10-15T14:30:53Z,"groove metal,metal,nu metal,thrash metal,hard rock,heavy metal","Nuclear Blast Entertainment",0.408,0.953,7,-3.883,1,0.226,0.00532,0,0.338,0.291,177.94,4
spotify:track:5TtJcv0mJNTLAU66aierv6,"770 Days","Out Of Nowhere","Vinnie Moore",1996-04-16,224373,5,false,,2023-10-14T20:54:16Z,"música neoclássica","Epic/Legacy",0.542,0.858,7,-6.574,1,0.042,0.0272,0.579,0.336,0.702,121.576,4
spotify:track:5KQ6uddno2Hht84gJDHsPF,"A Night In Tunisia - Rudy Van Gelder Edition / 2003 Remaster","Our Man In Paris (Rudy Van Gelder Edition)","Dexter Gordon",1963,495373,43,false,,2023-10-12T00:45:32Z,"hard bop,jazz,baladas de jazz,bebop,cool jazz","Blue Note Records",0.528,0.583,7,-8.776,0,0.0643,0.592,0,0.305,0.671,96.284,4
spotify:track:5KUUpftdyMnSZNOyO3qydy,"Truth","Karma and Effect","Seether",2005-01-01,230373,62,false,,2023-10-10T21:14:17Z,"post-grunge,metal alternativo,rock","Fantasy Records",0.519,0.801,10,-5.624,0,0.0412,0.00587,0.0189,0.218,0.564,100.053,4
spotify:track:40gGeC397vLmz4eETZDSrG,"AfterLife","AfterLife","Five Finger Death Punch",2022-08-19,243560,55,true,,2023-10-10T15:58:51Z,"metal,groove metal,heavy metal,hard rock,rock","Better Noise Music",0.473,0.989,6,-4.212,0,0.0598,0.000635,0.00000502,0.334,0.322,93.993,4
spotify:track:4ZmX8elKMkH0MfniNi0Adu,"House of The Rising Sun","The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2","Five Finger Death Punch",2013-11-18,247388,60,true,,2023-10-10T15:42:54Z,"metal,groove metal,heavy metal,hard rock,rock","Eleven Seven Music",0.47,0.964,4,-2.839,0,0.09,0.00171,0.00112,0.107,0.264,76.969,4
spotify:track:6GqqGv8frU7kqzXkm2rewI,"A Little Bit Off","F8","Five Finger Death Punch",2020-02-28,190718,67,true,,2023-10-10T15:34:38Z,"metal,groove metal,heavy metal,hard rock,rock","Better Noise Music",0.664,0.828,0,-6.053,1,0.0404,0.00839,0,0.294,0.82,103.985,4
spotify:track:79wVMF2iOCML96gdWYqO9L,"Again","The Human Condition","Black Stone Cherry",2020-10-30,235672,51,false,,2023-10-10T04:23:49Z,"southern rock,post-grunge,hard rock","Mascot Records",0.625,0.928,1,-3.058,1,0.0316,0.000106,0.00168,0.0937,0.449,98.03,4
spotify:track:58VTMFtsoe0E0vSX1pV03h,"Blame It on the Boom Boom","Between the Devil & the Deep Blue Sea (Special Edition)","Black Stone Cherry",2011-05-27,189133,54,false,,2023-10-10T04:08:30Z,"southern rock,post-grunge,hard rock","Roadrunner Records",0.574,0.889,10,-3.44,1,0.0524,0.00207,0.0000112,0.0333,0.784,116.007,4
spotify:track:5EWPGh7jbTNO2wakv8LjUI,"Free Bird","Pronounced' Leh-'Nerd 'Skin-'Nerd","Lynyrd Skynyrd",1973-01-01,547106,80,false,,2023-10-03T12:49:37Z,"southern rock,rock clássico,rock","Geffen*",0.249,0.834,0,-8.21,1,0.0574,0.0742,0.0000969,0.0924,0.337,118.222,4
spotify:track:0QxlZcjykHvUIsSCvwsunI,"Bad Boy Blues - Quinvy Demo","Collectybles","Lynyrd Skynyrd",2000-01-01,468200,13,false,,2023-10-03T12:46:42Z,"southern rock,rock clássico,rock","Geffen*",0.421,0.485,2,-13.464,1,0.0643,0.471,0.0109,0.103,0.614,154.617,3
spotify:track:5mZglD5MtDpJwa6SaBM00W,"That Smell","Street Survivors (Deluxe Edition)","Lynyrd Skynyrd",1977-10-17,326853,0,false,,2023-10-03T12:44:27Z,"southern rock,rock clássico,rock","Universal Strategic Marketing",0.487,0.572,10,-11.055,0,0.057,0.031,0.0326,0.166,0.542,116.589,4
spotify:track:02UFwtmJ0ogLQWMx43Okuh,"Gimme Back My Bullets","Gimme Back My Bullets (Expanded Edition)","Lynyrd Skynyrd",1976,209800,56,false,,2023-10-03T12:40:45Z,"southern rock,rock clássico,rock","Geffen*",0.429,0.681,1,-10.862,1,0.044,0.313,0.0000133,0.116,0.961,168.559,4
spotify:track:2e6qroe20tHfu8aTQSTglt,"On The Hunt","Nuthin' Fancy (Expanded Edition)","Lynyrd Skynyrd",1975,328466,63,false,,2023-10-03T12:39:21Z,"southern rock,rock clássico,rock","Geffen*",0.599,0.597,9,-11.786,1,0.0408,0.288,0.0000244,0.174,0.673,124.354,4
spotify:track:3tLQHZgUl02c7qHcc3sD9Y,"Talk You Off The Ledge","We Bring the Rock 'n' roll [Explicit]","Phil X & The Drills",2011-08-02,139705,17,false,,2023-09-22T19:12:54Z,"","Goldielocks & Xman Productions",0.393,0.962,11,-5.303,1,0.0673,0.0000469,0.00145,0.194,0.83,170.256,4
spotify:track:7hi1oxKca4FWywUsi8ezm9,"Luv Me","The Definition of Insanity","Electric Mary",2006-12-02,205600,27,false,,2023-09-22T19:08:44Z,"blues rock","Independent",0.373,0.96,5,-5.367,0,0.0646,0.000178,0.000604,0.0261,0.562,150.13,4
spotify:track:5WAqtAZwS7d1bj3cuA4ScC,"Let Me Out","The Definition of Insanity","Electric Mary",2006-12-02,197506,44,false,,2023-09-20T21:37:09Z,"blues rock","Independent",0.355,0.955,8,-5.061,1,0.0785,0.00186,0.00678,0.128,0.609,176.118,4
spotify:track:61dZXJrCMSQnEEBhjH8AiB,"Wasted Life","Theatre of the Mind","Black Oak County",2019-04-26,249693,24,false,,2023-09-20T21:18:29Z,"","Mighty Music",0.522,0.859,1,-6.462,0,0.0502,0.00126,0.000112,0.34,0.661,130.957,4
spotify:track:44tV1Uq4E8Mf2lDUCa58t5,"nicotine","The Last Great Hope","Electric Mary",2014-08-01,245560,30,false,,2023-09-20T21:18:26Z,"blues rock","Electric Mary",0.257,0.894,3,-3.687,0,0.0683,0.000624,0.000628,0.0621,0.354,81.119,4
spotify:track:6GXN6WSWYnhu7Bl1PasvXG,"Don't Stop That Grind","All This Could Be Yours","Shotgun Revolution",2016-05-25,216626,31,false,,2023-09-18T23:29:39Z,"","Martin Frank Music I/S under exclusive license to Target Group",0.598,0.849,8,-5.092,1,0.0465,0.00011,0.000164,0.0627,0.387,90.014,4
spotify:track:2l8DCcVdXYeO0AMrOGp44K,"Gimme Love","Mother","Electric Mary",2019-02-22,201466,0,false,,2023-09-18T23:22:13Z,"blues rock","Dinner for Wolves",0.343,0.951,1,-4.342,1,0.0443,0.0000102,0.00215,0.293,0.697,96.209,4
spotify:track:4QsMEAegpfkoBweGRdM8Zn,"Rated R For Redneck","Black Oak County","Black Oak County",2016-01-25,239533,35,false,,2023-09-17T13:29:03Z,"","Mighty Music",0.428,0.75,5,-7.281,0,0.0557,0.0003,0.0000197,0.0407,0.581,178.13,4
spotify:track:0c7wpcsIzSwRAuZWbNIsmA,"Watch Your Back","Theatre of the Mind","Black Oak County",2019-04-26,244360,42,false,,2023-09-17T13:18:51Z,"","Mighty Music",0.532,0.885,11,-6.918,1,0.049,0.000749,0.0000207,0.0808,0.846,145.012,4
spotify:track:4wzZJQlFwIyF5qt9DsotoU,"Mama Cocha","Dust Bowl Jokies","Dust Bowl Jokies",2016-04-22,233106,23,false,,2023-09-17T12:28:48Z,"glam metal","Rodeostar Records",0.535,0.913,8,-4.275,1,0.0352,0.000136,0.00000414,0.389,0.5,95.011,4
spotify:track:5HNUcsp1o4CBY7JY8f7Z5U,"Forbidden City","Dragon's Kiss","Marty Friedman",1988,498373,30,false,,2023-09-16T04:48:25Z,"música neoclássica","Shrapnel Records, Inc.",0.129,0.86,11,-12.729,0,0.175,0.0000883,0.791,0.223,0.193,170.308,3
spotify:track:2fC4a3b5UR2CiEEHxozOdd,"Ambulance","Dinosaur","Theory of a Deadman",2023-03-17,207916,37,true,,2023-09-15T18:48:37Z,"post-grunge,metal alternativo","Roadrunner Records",0.476,0.973,2,-4.724,1,0.105,0.0166,0.00000187,0.108,0.419,175.045,4
spotify:track:7goFhrbCC2m2HI3EbBYgU4,"Separate Ways (Worlds Apart)","Separate Ways (Worlds Apart)","Daughtry;Lzzy Hale",2023-01-05,316458,59,false,,2023-09-15T18:38:48Z,"post-grunge","Big Machine Records",0.399,0.892,2,-4.073,1,0.0764,0.00000683,0.000888,0.74,0.0911,131.003,4
spotify:track:7hTC30hhicsU0i8nHbz7eS,"Human Xstacy","Human Xstacy","Black Heart Saints",2023-01-20,218512,4,false,,2023-09-15T17:28:21Z,"","Cleopatra Records",0.335,0.943,6,-3.073,0,0.0635,0.00789,0,0.14,0.483,175.926,4
spotify:track:31O8EHtWI0pS0zTh5PNSE3,"The Knife","Rebuilding The Mountain","Royal Thunder",2023-06-16,207166,19,false,,2023-09-15T00:56:25Z,"stoner rock,stoner metal,sludge metal,doom metal","Spinefarm",0.32,0.845,9,-7.055,0,0.0472,0.000215,0.000692,0.311,0.209,115.379,4
spotify:track:4Q9zJZBVJRGkiOWaZbEFIK,"San Quentin","Get Rollin'","Nickelback",2022-11-18,211457,0,true,,2023-09-15T00:45:18Z,"post-grunge,rock","BMG Rights Management (US) LLC",0.671,0.934,0,-4.496,1,0.0486,0.000145,0.0000181,0.104,0.832,124.005,4
spotify:track:7jJDnZAjjI4wiKZd3IRKlE,"War Pigs","War Pigs","Eva Under Fire",2023-04-14,309888,35,false,,2023-09-15T00:34:28Z,"","Better Noise Music",0.539,0.948,6,-4.922,0,0.107,0.000703,0.0000835,0.177,0.325,91.464,4
spotify:track:61bvjHRHHFB0gNab4kKqCK,"What Would You Do? [Feat. Gavin Rossdale]","What Would You Do?","Seether;Gavin Rossdale",2022-07-08,290301,38,false,,2023-09-14T23:53:07Z,"post-grunge,metal alternativo,rock","Fantasy",0.546,0.798,11,-4.812,1,0.0354,0.00729,0.0368,0.111,0.233,123.001,4
spotify:track:2JkU0JSOdXWWawHRXFMAOZ,"Livin In Sin","IV","Godsmack",2006-01-01,279906,32,false,,2023-09-14T21:21:15Z,"metal alternativo,nu metal,hard rock,rap metal,metal","Universal (MT)",0.489,0.839,10,-7.638,1,0.0517,0.000136,0.00000391,0.268,0.385,125.564,3
spotify:track:323WG1BaL1PrDpzEhP0MoO,"Batalla De Los Tambores - Live","Live And Inspired","Godsmack",2012-05-28,391280,22,false,,2023-09-14T19:57:10Z,"metal alternativo,nu metal,hard rock,rap metal,metal","Mercury Studios",0.386,0.853,6,-7.895,0,0.042,0.00139,0.754,0.858,0.318,116.4,4
spotify:track:1I45GWyejiphTaj0UJPkEm,"HWY 666","CMFT","Corey Taylor",2020-10-02,249045,42,false,,2023-09-13T22:24:06Z,"","Roadrunner Records",0.46,0.988,8,-4.516,1,0.107,0.000815,0.00578,0.39,0.132,130.027,4
spotify:track:6RfDLynqmspMOKA57mXyQI,"Speak","Good Times, Bad Times - Ten Years of Godsmack","Godsmack",2007-01-01,235933,38,false,,2023-09-13T22:09:48Z,"metal alternativo,nu metal,hard rock,rap metal,metal","Universal Records",0.401,0.9,7,-6.474,1,0.0415,0.00000232,0.000925,0.0369,0.521,97.99,4
spotify:track:0uh5m7fyUP1UFN16lgojTN,"Emotionless","Polyester Zeal","Red Sun Rising",2016-10-21,262733,43,false,,2023-09-13T21:10:35Z,"post-grunge","Razor & Tie",0.57,0.702,3,-6.22,0,0.0331,0.000703,0.0361,0.112,0.539,91.972,4
spotify:track:1oE52fxr9yW4U7GIZhwr6d,"Pleasure Seeker","The Pleasure Seeker EP","Chantal Claret",2012-04-03,179960,0,false,,2023-09-13T17:38:48Z,"","The End Records",0.767,0.835,7,-3.948,1,0.0473,0.339,0,0.0804,0.838,127.985,4
spotify:track:5PEqS6AFQ9RjgCOmrr3glY,"The Girl Is Back in Town","The Girl Is Back in Town","Chantal Claret",2014-12-02,148003,19,false,,2023-09-13T13:27:44Z,"","Chantal Claret LLC",0.622,0.867,9,-4.722,0,0.0398,0.0701,0.0109,0.0983,0.287,129.934,4
spotify:track:5lCrGrjeBufzZNUWyZuMH2,"Leave Your Ego","Let It Go","Bernard Allison",2018-02-02,314770,0,false,,2023-09-12T18:34:20Z,"blues,blues rock,blues moderno","Ruf Records GmbH",0.511,0.699,7,-5.09,0,0.0365,0.0333,0.0036,0.227,0.472,153.216,4
spotify:track:1u49cTH9lZ0E396agil6ov,"Black Night - Live in Rome 2013","Live in Rome 2013","Deep Purple",2019-12-06,534353,0,false,,2023-09-06T03:52:06Z,"hard rock,rock clássico,rock","earMUSIC",0.39,0.931,2,-6.048,1,0.0877,0.000228,0.151,0.708,0.39,140.602,4
spotify:track:760bVI0lTsNiOZmyGs7yzm,"Speed King - Live in London 2002","Live in London 2002","Deep Purple",2021-08-13,934677,8,false,,2023-09-06T01:00:35Z,"hard rock,rock clássico,rock","earMUSIC",0.374,0.909,7,-5.168,1,0.102,0.00784,0.597,0.585,0.378,91.393,4
spotify:track:573Z2Dty5epeNgKsgoDOlr,"Child in Time - 1995 Remaster","Deep Purple in Rock (Anniversary Edition)","Deep Purple",1970-06-03,613440,62,false,,2023-09-05T20:19:39Z,"hard rock,rock clássico,rock","Parlophone UK",0.344,0.497,9,-9.295,0,0.0366,0.0167,0.453,0.108,0.356,127.707,4
spotify:track:6db0c4FxUOkNq8g3hBDW3f,"Harvester Of Sorrow","...And Justice For All","Metallica",1988-08-25,345706,0,false,,2023-09-05T19:57:46Z,"metal,thrash metal,rock,heavy metal,hard rock","Universal Music Group",0.658,0.842,4,-8.851,0,0.0397,0.000207,0.0771,0.316,0.643,93.115,4
spotify:track:2iZGVVAWWR5qNIJAJmgrdZ,"Whole Lotta Love - Live","Whole Lotta Love (Live)","Sershen&Zaritskaya",2022-02-20,208038,16,false,,2023-09-05T19:46:47Z,"","Silverman Records",0.398,0.984,8,-3.376,1,0.182,0.0000504,0.0276,0.247,0.357,102.777,4
spotify:track:3vpwpCi831TNSF6AK6qqM8,"Smells Like Teen Spirit","Smells Like Teen Spirit","Sershen&Zaritskaya",2020-07-03,279261,26,false,,2023-09-05T19:38:15Z,"","926049 Records DK",0.465,0.928,4,-3.077,1,0.0729,0.0000159,0.00388,0.22,0.454,116.036,4
spotify:track:6lp0cMONp7vCQ5lDhLdFMh,"Is This Love","Is This Love","Sershen&Zaritskaya",2019-05-21,223228,22,false,,2023-09-05T19:33:58Z,"","926049 Records DK",0.573,0.437,6,-9.034,0,0.0253,0.72,0,0.116,0.414,91.634,3
spotify:track:2ixPOFmCJBHcU3gpvr76mv,"Soldier of Fortune","Soldier of Fortune","Sershen&Zaritskaya",2018-07-03,184556,25,false,,2023-09-05T19:30:12Z,"","926049 Records DK",0.552,0.461,3,-7.155,0,0.0333,0.736,0,0.106,0.358,132.891,4
spotify:track:0JXttk7yN8FJ5auqkuWTI8,"Old School","Songs from the Garage","Jim Breuer and the Loud & Rowdy",2016-05-27,252200,20,false,,2023-08-31T18:17:13Z,"","Metal Blade Records",0.606,0.935,6,-3.946,0,0.033,0.000348,0.000622,0.368,0.674,115.98,4
spotify:track:4reEkK8HpRvVnYnzeGgUdW,"Curtain Call (Live)","Tales Of Time (Live)","Joe Bonamassa",2023-04-14,541173,21,false,,2023-08-29T15:35:48Z,"blues,blues rock,blues moderno,blues clássico","J&R Adventures",0.469,0.739,7,-6.724,1,0.0301,0.0089,0.457,0.709,0.263,87.363,4
spotify:track:4nCb460q9k4CK7BXKoHMNZ,"Borderland","Dust Bowl Jokies","Dust Bowl Jokies",2016-04-22,312340,30,false,,2023-08-28T20:00:27Z,"glam metal","Rodeostar Records",0.544,0.91,6,-3.362,1,0.0542,0.00548,0.000824,0.276,0.38,121.642,4
spotify:track:1CDBaGlisZlOJzvx88lL8A,"Song For My Father","Song For My Father","Horace Silver",1999-01-01,438280,55,false,,2023-08-28T18:49:49Z,"hard bop,jazz,bebop,cool jazz,soul jazz,baladas de jazz","Blue Note Records",0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,4
spotify:track:7JtxkGF2zfPclFvk8Q7LHq,"Nowhere To Hide","Something Supernatural","Crobot",2014-10-28,183317,27,false,,2023-08-28T04:16:53Z,"stoner rock","Wind-up Records",0.275,0.938,1,-4.707,1,0.213,0.0331,0,0.256,0.736,173.903,4
spotify:track:2vHrFeCP5Vb89T0Sm2roSj,"Black Gold - Full Version","Black Gold","Jettblack",2013-01-01,429253,0,false,,2023-08-28T03:37:02Z,"glam metal,hard rock,aor","Spinefarm",0.525,0.734,3,-5.228,0,0.0305,0.00211,0,0.26,0.385,131.966,4
spotify:track:1GtOBxTWTXCECsgeadAQ7X,"Prison Of Love - Acoustic","Black Gold","Jettblack",2013-01-01,260239,0,false,,2023-08-28T03:30:52Z,"glam metal,hard rock,aor","Spinefarm",0.732,0.596,3,-6.789,0,0.0282,0.315,0,0.0984,0.691,114.988,4
spotify:track:6ebxxc6iCqmn2E5Wz4ZuFR,"Feel The Love","Black Gold","Jettblack;Ian Paice",2013-01-01,304146,1,false,,2023-08-28T02:49:20Z,"glam metal,hard rock,aor,banda de metais","Spinefarm",0.568,0.941,1,-4.763,1,0.0409,0.00241,0.0000148,0.0908,0.354,115.066,4
spotify:track:0Ob15d9Ae6sjeBGr9VvjdD,"Dangerzone","Raining Rock","Jettblack",2012-01-01,194293,21,false,,2023-08-28T01:26:55Z,"glam metal,hard rock,aor","Spinefarm",0.416,0.868,11,-3.517,1,0.0702,0.003,0,0.175,0.536,151.288,4
spotify:track:1cM69oF1kzoYLQy68XiAUd,"Raining Rock","Raining Rock","Jettblack",2012-01-01,223893,26,false,,2023-08-28T01:20:22Z,"glam metal,hard rock,aor","Spinefarm",0.51,0.896,3,-4.277,1,0.0412,0.00289,0.00000452,0.593,0.646,155.972,4
spotify:track:5HOT5vfuov2ueIL8k13nH0,"Going Down","In Distortion We Trust","Crucified Barbara",2005,172773,4,true,,2023-08-28T01:14:35Z,"rock norueguês","GMR Music",0.546,0.912,0,-5.529,1,0.0501,0.000242,0.00031,0.275,0.454,88.967,4
spotify:track:0jkHaoVItmXxaABStRtUgl,"Ghost","Slash","Slash;Ian Astbury",2010-04-06,215202,33,false,,2023-08-28T01:03:16Z,"hard rock","Snakepit Records",0.519,0.93,4,-4.302,1,0.0304,0.0022,0.000287,0.183,0.602,99.987,4
spotify:track:7nbQINu40oKeagihR7R0Bl,"Electric Sky","Electric Sky","Crucified Barbara",2014-08-13,239253,0,false,,2023-08-27T01:53:26Z,"rock norueguês","Despotz Records AB",0.41,0.933,8,-2.84,0,0.0579,0.0000062,0.673,0.108,0.428,129.975,4
spotify:track:2CpMiAnMFynyGk6vNarXGb,"Electric Sky","In The Red (Japan Edition)","Crucified Barbara",2014-10-15,239253,1,false,,2023-08-27T01:47:55Z,"rock norueguês","Despotz Records",0.414,0.941,8,-2.868,0,0.0641,0.00000701,0.379,0.112,0.408,130,4
spotify:track:6Um2VAMRpd7otXXrJQfD1i,"Devil's Paradise","Stairway to Hell","Ugly Kid Joe",2017-08-04,217373,32,false,,2023-08-24T20:29:04Z,"glam metal","UKJ Records",0.349,0.873,7,-2.463,1,0.0526,0.0023,0.000273,0.0977,0.499,170.624,4
spotify:track:7Jlj0L31rmO28ZrUBm7xgy,"Rock Me Like the Devil","The Midnight Chase","Crucified Barbara",2012-04-18,226573,23,false,,2023-08-24T19:41:42Z,"rock norueguês","GMR Music Group",0.406,0.814,4,-4.532,1,0.0399,0.0000767,0.419,0.0722,0.495,97.984,4
spotify:track:3QzhL5sGFjvzPk7Gbdzlbp,"Heaven or Hell","Heaven or Hell","Crucified Barbara",2010-02-28,180933,11,false,,2023-08-24T19:07:41Z,"rock norueguês","GMR Music Group",0.393,0.816,10,-2.604,0,0.0354,0.00267,0,0.285,0.368,82.388,4
spotify:track:5OR2kEz9AfS7mRnnxypyIn,"Play Me Hard","In Distortion We Trust","Crucified Barbara",2005,214073,12,true,,2023-08-24T18:57:25Z,"rock norueguês","GMR Music",0.559,0.858,10,-5.696,1,0.0395,0.000909,0.00000226,0.0865,0.53,97.964,4
spotify:track:02HDGrW5yfEyDgIN4EuNFj,"I Wet Myself","In Distortion We Trust","Crucified Barbara",2005,187637,5,true,,2023-08-24T18:52:23Z,"rock norueguês","GMR Music",0.503,0.83,0,-5.949,0,0.0433,0.000152,0.000804,0.133,0.642,75.976,4
spotify:track:2EgpHWfQyWEh4EzhM9onex,"Losing The Game","In Distortion We Trust","Crucified Barbara",2005,233195,15,true,,2023-08-24T18:46:55Z,"rock norueguês","GMR Music",0.522,0.898,0,-5.688,1,0.042,0.0000539,0.000202,0.073,0.384,102.995,4
spotify:track:1f9kugomQcEbG6KMkOYg9J,"In Distortion We Trust","In Distortion We Trust","Crucified Barbara",2005,227552,15,true,,2023-08-24T18:42:02Z,"rock norueguês","GMR Music",0.52,0.819,11,-5.802,1,0.055,0.000804,0.000391,0.4,0.45,105.938,4
spotify:track:0lXuYThT8kQag9Xsc80T41,"Blue On Black","And Justice for None (Standard)","Five Finger Death Punch",2018-05-18,274615,28,false,,2023-08-23T19:33:44Z,"metal,groove metal,heavy metal,hard rock,rock","Eleven Seven Music",0.509,0.843,7,-5.628,1,0.0275,0.00104,0.0000121,0.0882,0.479,156.073,4
spotify:track:4bpI7WOnEjXDAnZtyvaX5A,"Cradle to the Grave","The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2","Five Finger Death Punch",2013-11-18,198067,50,true,,2023-08-23T19:22:09Z,"metal,groove metal,heavy metal,hard rock,rock","Eleven Seven Music",0.516,0.989,4,-3.776,0,0.144,0.0000596,0,0.12,0.134,95.013,4
spotify:track:2pdnbqnbNfcq6OOA9Ia9su,"Gone Away","And Justice for None (Standard)","Five Finger Death Punch",2018-05-18,275212,29,false,,2023-08-23T19:16:15Z,"metal,groove metal,heavy metal,hard rock,rock","Eleven Seven Music",0.502,0.738,10,-7.57,1,0.0406,0.000377,0.0000453,0.132,0.3,106.047,4
spotify:track:6imd9Ugai7c3pXkSAdSqbs,"Wash It All Away","A Decade Of Destruction","Five Finger Death Punch",2017-12-01,224906,35,false,,2023-08-23T19:08:20Z,"metal,groove metal,heavy metal,hard rock,rock","Eleven Seven Music",0.485,0.987,4,-3.1,1,0.0738,0.0000208,0,0.267,0.272,123.576,4
spotify:track:0Wr5w6ID2lp8I3qxDUN9Zh,"Again","The Human Condition (Deluxe Edition)","Black Stone Cherry",2021-08-27,235672,15,false,,2023-08-22T22:04:26Z,"southern rock,post-grunge,hard rock","Mascot Records",0.625,0.928,1,-3.058,1,0.0316,0.000106,0.00168,0.0937,0.449,98.03,4
spotify:track:6tmHEpcoBlE0TbbCHeoEcY,"Ringin' In My Head - Live","Live From The Royal Albert Hall... Y'All!","Black Stone Cherry",2022-06-24,261068,13,false,,2023-08-22T14:04:33Z,"southern rock,post-grunge,hard rock","Mascot Records",0.369,0.938,6,-3.703,0,0.0369,0.0000136,0.0453,0.679,0.342,90.952,4
spotify:track:5Seg2t2p0VDHNCP5vHk4zS,"We Are the Kings","Black Stone Cherry (Special Edition)","Black Stone Cherry",2006-01-01,232106,11,false,,2023-08-22T13:57:41Z,"southern rock,post-grunge,hard rock","Roadrunner Records",0.285,0.908,1,-5.566,0,0.0558,0.00000449,0.412,0.064,0.447,88.167,4
spotify:track:5lIqY3Yb3bPj5z1tiUIiCJ,"Lonely Train","Black Stone Cherry","Black Stone Cherry",2006-01-01,230706,48,false,,2023-08-21T21:53:19Z,"southern rock,post-grunge,hard rock","Roadrunner Records",0.394,0.834,1,-3.296,1,0.0767,0.0202,0,0.309,0.438,123.6,4
spotify:track:3yZulDilluz9V8sJTs9VB8,"In The Age Of The Consecrated Vampire We All Get High","The Electric Warlock Acid Witch Satanic Orgy Celebration Dispenser","Rob Zombie",2016-04-29,135813,42,true,,2023-08-21T19:54:26Z,"metal industrial,rock industrial,metal alternativo,metal,nu metal","Rob Zombie (PS)",0.639,0.942,4,-4.164,0,0.314,0.0518,0.000101,0.0826,0.354,95.017,4
spotify:track:6skC0VsaOZE1kG4CwXI2Zj,"Sex Type Thing - 2017 Remaster","Core (Super Deluxe Edition)","Stone Temple Pilots",1992-09-29,217813,66,false,,2023-08-21T19:46:04Z,"grunge,rock alternativo,post-grunge,rock","Rhino Atlantic",0.406,0.925,9,-7.336,1,0.041,0.00000139,0.624,0.0418,0.773,134.252,4
spotify:track:2u89RsYYNCCXwNvHgTnzmf,"Soul On Fire","Lighting Up The Sky","Godsmack",2023-02-24,245099,0,false,,2023-08-20T14:20:36Z,"metal alternativo,nu metal,hard rock,rap metal,metal","BMG Rights Management (US) LLC",0.384,0.995,9,-3.291,1,0.14,0.000265,0.00000856,0.504,0.289,165.042,4
