Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7EZC6E7UjZe63f1jRmkWxt,"Zombie","No Need To Argue (The Complete Sessions 1994-1995)","The Cranberries",1994-10-03,306440,21,false,,2025-02-02T04:27:18Z,"","Island Records",0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4
spotify:track:0VqSDai4ZL1XmrbX0DbkN9,"One Last Breath","MelodyManiaViral ~ Thuuunder!!","MelodyManiaViral",2024-11-15,108359,0,false,,2025-01-31T22:05:28Z,"rock celta","MMV Records",0.401,0.625,0,-13.542,1,0.0358,0.00029,0.897,0.435,0.333,179.984,4
spotify:track:3nss5KXTedWfYTaL8NvsUh,"Torn from Within","MelodyManiaViral, Vol. 28","MelodyManiaViral",2024-08-31,231786,1,false,,2025-01-30T22:28:23Z,"rock celta","7231929 Records DK",0.255,0.711,4,-13.702,0,0.043,0.000127,0.821,0.125,0.0397,90.711,4
spotify:track:6ykPPOJ6po5G0abiQiBUI0,"Spectral Chains","MelodyManiaViral, Vol. 28","MelodyManiaViral",2024-08-31,180239,1,false,,2025-01-30T22:23:33Z,"rock celta","7231929 Records DK",0.278,0.559,0,-13.665,0,0.0423,0.00203,0.738,0.306,0.14,142.003,4
spotify:track:1SwUAisFCbD5DWPQgeAvfa,"Bloodveil Descent","MelodyManiaViral, Vol. 28","MelodyManiaViral",2024-08-31,108360,0,false,,2025-01-30T22:18:15Z,"rock celta","7231929 Records DK",0.232,0.719,11,-13.193,0,0.0364,0.0313,0.722,0.322,0.882,170.01,4
spotify:track:7zjNhbfHL0xHZcmOwn9hgR,"Wailing Catacombs","MelodyManiaViral, Vol. 28","MelodyManiaViral",2024-08-31,134039,0,false,,2025-01-30T22:16:45Z,"rock celta","7231929 Records DK",0.562,0.76,6,-14.819,0,0.0638,0.000101,0.785,0.0908,0.0373,149.95,4
spotify:track:2HdtllM7ZnyKrtt699AyMW,"Ghouls of the Black Skeleton","MelodyManiaViral, Vol. 28","MelodyManiaViral",2024-08-31,233319,1,false,,2025-01-30T22:14:44Z,"rock celta","7231929 Records DK",0.583,0.676,7,-13.938,1,0.0303,0.019,0.723,0.102,0.788,151.985,4
spotify:track:7JO9KKKXeJut8nfs23h2iI,"Ruin of the Fallen","MelodyManiaViral, Vol. 28","MelodyManiaViral",2024-08-31,190919,0,false,,2025-01-30T22:09:24Z,"rock celta","7231929 Records DK",0.212,0.659,7,-13.405,1,0.0505,0.000027,0.748,0.119,0.234,177.22,4
spotify:track:1ceuXjqaO7yGjTFVdTBCsP,"Wōðanaz","MelodyManiaViral ~ Strömkarlen","MelodyManiaViral",2024-09-20,142183,0,false,,2025-01-30T20:59:29Z,"rock celta","7231929 Records DK",0.169,0.702,4,-14.979,0,0.047,0.0153,0.526,0.0942,0.0438,191.827,3
spotify:track:7JJHP4hPReAkfiGzItQ7E4,"Demon's Lament","MelodyManiaViral, Vol. 15","MelodyManiaViral",2024-07-15,202559,23,false,,2025-01-30T16:09:39Z,"rock celta","7231929 Records DK",0.422,0.458,6,-14.667,1,0.0284,0.0000354,0.802,0.152,0.246,90.95,4
spotify:track:7jgCtSWhv7Y2glV9I8sCUy,"Seventh Sun","Seventh Sun","Scorpions",2022-02-11,330717,22,false,,2025-01-25T04:20:41Z,"hard rock,glam metal,rock","Vertigo Berlin",0.523,0.822,3,-4.114,1,0.033,0.053,0.00000279,0.0774,0.409,74.028,4
spotify:track:2pidfrkxJ3gwkiEuQ3idvv,"The Gallows","The Gallows","Black Label Society",2024-09-10,230375,42,false,,2025-01-25T04:11:42Z,"groove metal,metal,heavy metal","Spinefarm",0.379,0.942,6,-4.778,1,0.0885,0.000281,0.00000817,0.334,0.431,157.997,4
spotify:track:0HYctZqVD1wVOaxl4M43Uv,"Rock'n Roll Everyday","Born In Georgia (Blues Reference)","Luther Johnson",2003,180253,29,false,,2025-01-20T21:50:14Z,"blues,blues clássico","Disques Black & Blue",0.56,0.717,4,-8.801,1,0.066,0.356,0.0388,0.441,0.922,166.336,4
spotify:track:4xu0LW34dFEoHG1x65tQPx,"Lonesome In My Bedroom","They Call Me the Popcorn Man (France 1975) [Blues Reference]","Luther Johnson",1975,385600,53,false,,2025-01-20T21:39:40Z,"blues,blues clássico","Disques Black & Blue",0.676,0.249,0,-13.598,0,0.0349,0.471,0.00712,0.128,0.48,79.828,3
spotify:track:3KiY2M7rSpWBxEKNHg24Xq,"Rock Me Baby","Born In Georgia (Blues Reference)","Luther Johnson",2003,205080,34,false,,2025-01-20T19:37:08Z,"blues,blues clássico","Disques Black & Blue",0.704,0.478,4,-9.082,1,0.0375,0.616,0.077,0.21,0.827,103.958,4
spotify:track:2oJkO8Ilap6ALTJaiS4oKQ,"Happy With My French Friends","My Guitar and Me (Blues Reference)","Hubert Sumlin",1975,240893,34,false,,2025-01-20T19:18:48Z,"blues,blues clássico,blues moderno,blues rock","Disques Black & Blue",0.648,0.488,0,-12.653,1,0.0349,0.0516,0.795,0.133,0.817,111.498,4
spotify:track:0RGZtnYMUt47YRIAtoCHOE,"If You Love Me Like You Say","Deluxe Edition","Albert Collins",1997-09-09,246973,10,false,,2025-01-20T18:29:20Z,"blues,blues clássico,blues rock,blues moderno","Alligator Records",0.671,0.64,5,-9.189,1,0.0312,0.103,0.0454,0.0706,0.953,114.526,4
spotify:track:65ByjdUElNkM9HjP8qUNY8,"Ice Pick","Ice Pickin'","Albert Collins",1978-01-01,188840,44,false,,2025-01-19T16:15:12Z,"blues,blues clássico,blues rock,blues moderno","Alligator Records",0.606,0.754,0,-5.729,1,0.0309,0.358,0.706,0.164,0.613,94.529,4
spotify:track:0V108MMvdjkutZMDt7TGbj,"If Not Soon","If Not Soon","Roll Mega;Son Little;Eric Krasno",2025-01-17,187317,28,false,,2025-01-19T15:56:56Z,"blues moderno,soul retrô,soul","ROLL MEGA: Son Little & Eric Krasno",0.6,0.773,9,-3.039,1,0.0419,0.0506,0.0294,0.111,0.699,81.989,4
spotify:track:1VT1FSZdArq9T37U76a7fR,"Verbum Vincet","Verbum Vincet","The Android Meme",2024-06-06,304645,30,false,,2025-01-18T21:28:14Z,"rock industrial,metal industrial,industrial,metal alternativo","Prætoria Records",0.513,0.823,4,-7.453,0,0.0347,0.0000162,0.868,0.291,0.352,100.004,4
spotify:track:15I7iJ8trwGuuqHHLVNlCa,"Winner Takes All - Instrumental","The Call of the Void","Nita Strauss",2023-07-07,205602,0,false,,2025-01-14T20:00:25Z,"","Sumerian Records",0.447,0.953,2,-4.87,1,0.0806,0.00000803,0.899,0.337,0.624,170.023,4
spotify:track:3pHpV3pa96s4vuBP7sQq0V,"Is This Love - 2018 Remaster","Whitesnake (2018 Remaster)","Whitesnake",1987,284496,60,false,,2025-01-10T14:10:17Z,"glam metal,glam rock,hard rock","Rhino",0.263,0.759,0,-7.288,1,0.0431,0.0555,0,0.231,0.429,179.904,4
spotify:track:65V70oQcp1Etqt0pglXuF8,"Parallax (feat. Owane)","Journey to the Stars","Widek;Owane",2015-04-10,252518,32,false,,2025-01-09T21:32:07Z,"djent,metal progressivo,post-rock,math rock,jazz fusion,rock progressivo","Widek",0.271,0.786,6,-5.095,0,0.0428,0.0439,0.816,0.154,0.0457,112.101,5
spotify:track:7AjKqBFSaFfaR1VzPHYwN1,"The Stillness At The End","Controlled Chaos","Nita Strauss",2018-11-16,232668,0,false,,2025-01-09T21:17:46Z,"","Sumerian Records",0.476,0.933,2,-5.565,0,0.0632,0.0000307,0.94,0.392,0.415,99.97,4
spotify:track:70NIVcUYM4UkF4wPM0Fjhw,"Sunrise / Sunset","Kingdom Of The Sun","Sammy Boller",2020-03-20,193275,27,false,,2025-01-09T17:49:26Z,"","Candy Rat Records",0.469,0.92,10,-5.339,0,0.0391,0.0000445,0.724,0.117,0.595,144.045,4
spotify:track:7AZNgOnR17zOo1i2rbUVLA,"Kingdom Of The Sun","Kingdom Of The Sun","Sammy Boller",2020-03-20,195877,38,false,,2025-01-09T17:38:40Z,"","Candy Rat Records",0.408,0.989,5,-1.925,0,0.0658,0.0000113,0.853,0.359,0.417,155.971,4
spotify:track:6xcIowu0SCX1IKP1Faje8t,"A Night With You","Stel Andre YouTube Solos Collection","Stel Andre",2023-05-01,280000,0,false,,2025-01-06T17:40:02Z,"","5091862 Records DK",0.473,0.571,2,-7.863,0,0.0336,0.0769,0.782,0.2,0.143,117.944,4
spotify:track:68UbLeRqDi0L42TBW904f4,"Fall Like The Sky","Fall Like The Sky","Engines of Imagination",2024-11-29,224062,13,false,,2025-01-03T16:20:38Z,"","Returning Resonance Records",0.451,0.933,0,-6.063,0,0.057,0.000364,0.251,0.113,0.197,127.98,4
spotify:track:12NF1rRP3HpDaVJ2OQ4cXL,"Synapse","Synapse","Angel Vivaldi",2017-10-06,213284,27,false,,2025-01-02T18:33:33Z,"djent,metal progressivo","Angel Vivaldi",0.264,0.966,7,-3.419,1,0.138,0.00029,0.895,0.162,0.177,109.631,5
spotify:track:0eifvmNPHWaSh4IKNR4Xva,"To Be With You - 2021 Remastered","Lean Into It (30th Anniversary Edition)","Mr. Big",1991,208080,71,false,,2024-12-29T13:37:13Z,"glam metal","evoxs",0.688,0.284,4,-13.577,1,0.0574,0.359,0,0.127,0.482,83.433,4
spotify:track:7DspqmyaZ9YRMgfLFSm0mG,"Space Invaders","Starzinger","Ola Englund",2021-04-26,218077,15,false,,2024-12-26T15:01:12Z,"djent,metal progressivo","Ola Englund",0.429,0.433,2,-11.798,0,0.0334,0.802,0.857,0.117,0.038,121.958,4
spotify:track:2CAq4egdXePttchBTeM0Lj,"Stars & Ponies","Starzinger","Ola Englund",2021-04-26,328158,17,false,,2024-12-26T14:29:57Z,"djent,metal progressivo","Ola Englund",0.436,0.794,11,-7.871,0,0.0433,0.0113,0.892,0.118,0.0869,77.493,4
spotify:track:4PzjpiwevpKizaVchYmUfM,"Carolina Lies","Carolina Lies","All The Damn Vampires;Pensacola Mist;Andy James",2023-10-27,267000,0,false,,2024-12-26T12:25:51Z,"synthwave,synthpop,djent,metal progressivo","Digitally Sound",0.425,0.754,11,-4.873,0,0.0395,0.048,0.0141,0.0823,0.0645,160.067,4
spotify:track:06KGx8uF4yKGkFdbMCEeFL,"Devils Day","In The Wake Of Chaos","Andy James",2007-05-21,293933,7,false,,2024-12-23T19:48:51Z,"djent,metal progressivo","Grooveyard Records",0.444,0.824,9,-8.705,0,0.0713,0.00127,0.915,0.383,0.323,129.986,4
spotify:track:2xKxTcPVOQNYTIiXalKtmV,"Wave of Synergy","Wave of Synergy","Angel Vivaldi;Andy James",2019-05-22,310500,30,false,,2024-12-21T18:17:58Z,"djent,metal progressivo","Angel Vivaldi & Andy James",0.119,0.951,4,-3.333,0,0.0986,0.000305,0.504,0.359,0.24,159.591,4
spotify:track:6zKF4293k44ItKWJJgrhXv,"My Curse","As Daylight Dies (Special Edition)","Killswitch Engage",2007-02-06,244773,72,false,,2024-12-20T16:56:47Z,"metalcore,metal","Roadrunner Records",0.197,0.956,10,-2.908,0,0.0663,0.0000761,0.00992,0.261,0.209,177.018,3
spotify:track:0INUE1K7cEiE8VH63Rv5RJ,"Happy?","Lost and Found","Mudvayne",2005,216426,68,true,,2024-12-20T16:35:47Z,"nu metal,metal alternativo,rap metal,metal","Epic",0.546,0.97,5,-2.661,0,0.097,0.000823,0.0000208,0.275,0.383,100.065,4
spotify:track:0J1eOZeDtvSavIs43oRSVF,"Rainbow in the Dark (feat. Jason Christopher, Christian Martucci, Roy Mayorga, Satchel)","Ronnie James Dio - This Is Your Life","Corey Taylor;Jason Christopher;Christian Martucci;Roy Mayorga;Satchell",2014-03-31,264453,50,false,,2024-12-20T16:13:26Z,"","Rhino",0.53,0.975,6,-3.914,0,0.0786,0.000966,0.00022,0.188,0.643,119.966,4
spotify:track:25TQBBKOrtTfnH6QBM9He1,"Overcome","Full Circle","Creed",2009-01-01,226826,60,false,,2024-12-20T13:27:30Z,"post-grunge","The Bicycle Music Company",0.328,0.926,9,-3.187,1,0.0756,0.00123,0,0.127,0.392,194.877,4
spotify:track:3zOlblZcFlt12XXAnS1ItD,"Dream On","Burn the Ships","Blacktop Mojo",2017-03-10,265476,58,false,,2024-12-20T12:48:13Z,"","Snafu Records",0.491,0.678,5,-4.679,0,0.0252,0.0037,0.0000015,0.0838,0.181,77.008,4
spotify:track:6njppEOeoUxbEx1BAXsF8p,"Erase My Scars","Evans|Blue","Evans Blue",2010-07-27,204200,53,false,,2024-12-20T12:26:10Z,"post-grunge,metal alternativo","DMG Music",0.476,0.923,0,-3.905,0,0.101,0.012,0.0157,0.165,0.373,147.935,4
spotify:track:4Qmr1mw9YHug3WYhegqDCL,"The Void (Black Sabbath Tribute)","Never Doing Covers Again","Provoke the Truth",2024-10-28,308990,4,false,,2024-12-10T20:43:00Z,"","PTT Records",0.393,0.923,9,-8.868,1,0.0495,0.0000127,0.864,0.167,0.415,180.078,4
spotify:track:2PeNOPcac6Hae2svYz4d9j,"Birth of a Saint","Revelation","Provoke the Truth;Rob Rath",2023-04-20,142857,25,false,,2024-12-10T20:20:26Z,"metal progressivo","PTT Records",0.431,0.95,2,-7.054,0,0.0738,0.000942,0.858,0.296,0.273,140.149,4
spotify:track:6lhZ00X91JAQawPSvlOzR9,"Audio Slave","Audio Slave","Provoke the Truth",2024-03-29,117000,7,false,,2024-12-10T20:11:49Z,"","PTT Records",0.554,0.929,6,-7.696,0,0.0606,0.0000482,0.832,0.0347,0.711,100.012,4
spotify:track:0WrvyawIOAP9gIn0wBjkkl,"Scent of Dark","Scent of Dark","Tony Iommi",2021-11-26,225944,35,false,,2024-12-10T13:52:22Z,"","Tone Hall Records",0.281,0.701,10,-8.798,0,0.0331,0.0000349,0.767,0.0916,0.202,108.752,4
spotify:track:0a999JHjvs2dshKPcsnuwB,"Before Its Too Late","Jtc Guitar Hero Ballads 2","Jack Thammarat",2017-10-27,344887,31,false,,2024-12-06T00:20:54Z,"","JTC Records",0.508,0.581,4,-7.445,0,0.0292,0.00291,0.898,0.107,0.372,133.984,4
spotify:track:2BaK9QHEoI8uPv5MEE76Mx,"The Fourth Way","Astrian Trek","Tramaine",2022-10-21,259825,19,false,,2024-12-05T23:54:52Z,"","Tramaine",0.226,0.932,1,-6.397,1,0.0693,0.0000225,0.946,0.0963,0.359,133.424,4
spotify:track:39b7JzQ0bzDo7b02g3FaFv,"Cool #9","Joe Satriani","Joe Satriani",1995-10-01,359073,31,false,,2024-12-03T00:55:01Z,"","Epic/Legacy",0.634,0.575,7,-8.247,0,0.0255,0.0258,0.678,0.145,0.513,93.349,4
spotify:track:2Fa6WlFjy1jnCeOv6hL7a0,"Summer Storm","The Call of the Void","Nita Strauss",2023-07-07,271360,0,false,,2024-11-29T21:13:14Z,"","Sumerian Records",0.466,0.945,1,-3.872,1,0.0962,0.0000366,0.915,0.381,0.346,94.967,4
spotify:track:3X1To5kWmauLqStZyJpGeB,"Freefall","Machine","Andy James",2009-05-25,218000,6,false,,2024-11-27T13:39:48Z,"djent,metal progressivo","Unbelievable UK",0.497,0.855,0,-8.342,1,0.0316,0.000942,0.841,0.314,0.619,100.006,4
spotify:track:3GppnF6nVoS9cF7ols7m8l,"Universe","Machine","Andy James",2009-05-25,296613,6,false,,2024-11-27T13:02:16Z,"djent,metal progressivo","Unbelievable UK",0.406,0.854,3,-7.88,1,0.0734,0.00214,0.909,0.132,0.449,156.017,4
spotify:track:2AGFAa6AwMqcFWj7YhUmSu,"PSYCHO","You Are Only As Sick As Your Secrets","Self Deception",2023-02-24,204000,0,true,,2024-11-26T18:39:21Z,"","SELF DECEPTION AB",0.451,0.963,7,-4.934,1,0.0846,0.000497,0.00000575,0.0574,0.408,170.109,4
spotify:track:53S6LBUl9MUX5uWcToKSHw,"Blue On Black","A Decade of Destruction Vol. 2","Five Finger Death Punch",2020-10-09,274615,52,true,,2024-11-26T18:17:31Z,"metal,groove metal,heavy metal,hard rock,rock","Better Noise Music",0.51,0.843,7,-5.628,1,0.0275,0.00104,0.0000121,0.0882,0.479,156.06,4
spotify:track:324hkYdiDufLzjEDgPhWlB,"Monster Movie","Guitar Nerd","Pete Thorn",2021-11-27,206693,9,false,,2024-11-26T17:55:59Z,"","675407 Records DK",0.402,0.948,1,-3.557,1,0.0882,0.00141,0.772,0.125,0.233,158.035,4
spotify:track:2vjnxkR3RonQ8vmbsy7rw9,"Equilibrium","Equilibrium","Mendel",2022-05-17,738706,9,false,,2024-11-24T22:54:43Z,"djent,metal progressivo,música neoclássica","MbdL Productions",0.301,0.849,9,-7.088,0,0.0539,0.00102,0.888,0.11,0.0853,120.044,4
spotify:track:5RNO0aPbpQM5UvEut5iNHh,"The Blood, the Sin and the Djinn","The Blood, the Sin and the Djinn","Mendel",2019-01-23,242969,17,false,,2024-11-24T21:00:01Z,"djent,metal progressivo,música neoclássica","MbdL Productions",0.418,0.889,11,-7.342,0,0.0771,0.0000113,0.908,0.0643,0.225,150.098,4
spotify:track:5T5VyT9U6hfzQu1DK2IahU,"A Mercurian Summer","Universal Language","Angel Vivaldi",2011-05-24,274933,38,false,,2024-11-24T20:15:09Z,"djent,metal progressivo","Angel Vivaldi",0.467,0.972,7,-3.777,1,0.23,0.00000374,0.863,0.339,0.176,145.117,4
spotify:track:5HWFS7lDPCLgSGLVjdkuPV,"All Bets Are Off","All Bets Are Off","Jan Cyrka",2024-11-01,149027,6,false,,2024-11-23T22:40:14Z,"","Rockshop",0.484,0.757,6,-5.653,1,0.0471,0.00434,0.854,0.307,0.92,185.99,4
spotify:track:2KfjUF17K9joByOEp1eRay,"Eye of Horus","Pete Thorn II","Pete Thorn",2018-06-19,242351,18,false,,2024-11-23T21:04:15Z,"","Pete Thorn",0.408,0.759,10,-8.498,1,0.0439,0.0001,0.744,0.369,0.527,82.061,4
spotify:track:2gZMdZkL6org8k5lXM54SL,"Broken & Angry - Instrumental","Duality (Instrumental)","Feels Like Home",2019,181384,14,false,,2024-11-19T13:07:40Z,"metalcore,deathcore","Hell For Breakfast",0.44,0.939,4,-5.841,1,0.0491,0.00000287,0.841,0.0842,0.332,110.057,4
spotify:track:1lKOKOnLdw005XckQUr3wu,"Star Scream","Heavy Balance","Tramaine",2017-06-21,356852,9,false,,2024-11-18T20:28:53Z,"","Tramaine",0.507,0.658,1,-8.643,1,0.0342,0.000308,0.895,0.064,0.451,89.99,4
spotify:track:5BCWmdrUW7XKTpQLeIoNJB,"Astrian Trek","Astrian Trek","Tramaine",2022-10-21,355113,16,false,,2024-11-18T17:24:59Z,"","Tramaine",0.538,0.904,11,-6.796,0,0.0455,0.000874,0.859,0.0447,0.432,100.021,4
spotify:track:2kS2TwiAIJm283QpARKvQU,"The Soul Train","Youtube Ballads Collection 2","Stel Andre",2024-07-13,204045,21,false,,2024-11-17T04:05:48Z,"","5091862 Records DK",0.385,0.675,1,-7.178,0,0.033,0.126,0.792,0.206,0.533,76.963,4
spotify:track:4CWhc9FaMMfBTt4ANjfbOf,"No More Sorrow","Minutes to Midnight","Linkin Park",2007-05-14,221693,71,false,,2024-11-17T03:39:21Z,"nu metal,rap metal,rock,metal alternativo","Warner Records",0.571,0.938,3,-4.206,0,0.0509,0.00333,0.00001,0.203,0.412,132.632,4
spotify:track:7diOv6wm3ngF7Vt6ubK0Sf,"Overflow","From Zero","Linkin Park",2024-11-15,211027,63,false,,2024-11-17T03:07:53Z,"nu metal,rap metal,rock,metal alternativo","Warner Records",0.515,0.654,8,-6.349,1,0.0492,0.116,0.000103,0.0966,0.306,133.916,4
spotify:track:3k4gjmYNJugQRlh2aounZ9,"Over Each Other","From Zero","Linkin Park",2024-11-15,170445,68,false,,2024-11-17T03:01:26Z,"nu metal,rap metal,rock,metal alternativo","Warner Records",0.55,0.789,10,-4.634,1,0.0382,0.00241,0,0.428,0.317,147.947,4
spotify:track:7M8eZBRTD9QNasEVReEM0H,"IGYEIH","From Zero","Linkin Park",2024-11-15,209083,64,false,,2024-11-17T02:46:53Z,"nu metal,rap metal,rock,metal alternativo","Warner Records",0.442,0.968,2,-3.417,1,0.126,0.00227,0.0000153,0.296,0.308,159.974,4
spotify:track:6i5qhmmF9UNUBRyrPSGn4m,"Two Faced","From Zero","Linkin Park",2024-11-15,183584,71,false,,2024-11-17T02:35:52Z,"nu metal,rap metal,rock,metal alternativo","Warner Records",0.51,0.945,1,-5.405,1,0.0804,0.000658,0.0000048,0.0413,0.323,91.906,4
spotify:track:7BXCfoP6IXrVQV1K8SgAey,"Heartache","Blackout","From Ashes to New",2023-07-28,225906,51,true,,2024-11-15T00:27:18Z,"rap rock,rap metal,metalcore","Better Noise Music",0.468,0.928,10,-4.924,0,0.178,0.00168,0,0.161,0.35,175.097,4
spotify:track:7M7VUNhN51Fjsu58dLv0EY,"No Giving Up","Crossfade","Crossfade",2004-04-13,214626,56,false,,2024-11-15T00:20:23Z,"post-grunge","FG Records/Columbia",0.478,0.903,11,-5.35,1,0.14,0.000601,0,0.124,0.736,173.967,4
spotify:track:11SxYrtWPyQ63yheDrFukX,"Snake In My Boot","Terminal Velocity","John Petrucci",2020-08-28,244440,26,false,,2024-11-13T19:11:45Z,"metal progressivo,rock progressivo","Sound Mind Music",0.522,0.862,9,-6.331,1,0.0498,0.00017,0.834,0.0756,0.672,107.98,4
spotify:track:4DUbHhpILPcrvsiIsX0ABw,"A Martian Winter","Universal Language","Angel Vivaldi",2011-05-24,223240,38,false,,2024-11-12T17:53:50Z,"djent,metal progressivo","Angel Vivaldi",0.215,0.98,10,-3.413,0,0.217,0.00000213,0.882,0.0614,0.0799,149.879,4
spotify:track:4eiauuaEYIDCozKDWSTHsK,"Pixel Invasion (feat. Andy James)","Naka","Jason Kui;Andy James",2020-02-14,314666,0,false,,2024-11-12T13:02:42Z,"djent,metal progressivo","Prosthetic Records",0.427,0.944,4,-7.058,0,0.0703,0.0000246,0.92,0.11,0.465,90.053,4
spotify:track:0MpoV5DyerqVKYEfRNnaDo,"Waiting for Silence","It All Starts from Pieces","Distant Dream",2017-05-27,269292,29,false,,2024-11-11T22:00:09Z,"post-rock,djent,space rock,metal progressivo","Distant Dream",0.395,0.926,9,-6.739,0,0.0516,0.00147,0.939,0.0924,0.335,89.994,4
spotify:track:31icvqBS3xbEV6kW0orppN,"Love > Hate - Single Version","Love > Hate","Andy Timmons",2024-10-10,243096,6,false,,2024-11-10T19:08:54Z,"","Timstone Music",0.348,0.885,0,-5.778,0,0.0502,0.000347,0.821,0.0649,0.354,155.025,4
spotify:track:5qF5Qsug8vZ6h4M1Rw9J62,"Game Over","Game Over","Ola Englund",2024-11-05,273296,14,false,,2024-11-08T17:33:03Z,"djent,metal progressivo","Ola Englund",0.501,0.899,4,-4.666,1,0.0831,0.000328,0.831,0.0386,0.397,91.006,4
spotify:track:0r27XDTO4ddunuY5k2I56a,"Neon Shred","Neon Jams","Stel Andre",2024-07-13,183772,13,false,,2024-11-08T17:28:51Z,"","5091862 Records DK",0.485,0.892,2,-5.998,0,0.0354,0.0011,0.0817,0.102,0.598,126.018,4
spotify:track:6QGCmJzTjXAkSbPb1VfaGp,"Tranquility","Tranquility","Sophie Burrell",2020-12-04,213000,24,false,,2024-11-07T18:13:48Z,"","1393974 Records DK2",0.372,0.925,3,-6.676,0,0.0453,0.091,0.937,0.158,0.423,159.985,4
spotify:track:4DkdmrJ1P8v1PFZrBZIuoV,"Temple Of Circadia","Terminal Velocity","John Petrucci",2020-08-28,430213,37,false,,2024-11-07T13:07:38Z,"metal progressivo,rock progressivo","Sound Mind Music",0.271,0.96,4,-5.308,0,0.088,0.000207,0.497,0.114,0.317,133.245,3
spotify:track:2DNp8n5Jqi4E0YGvOorhiC,"Glassy-Eyed Zombies","Terminal Velocity","John Petrucci",2020-08-28,355786,25,false,,2024-11-07T12:51:40Z,"metal progressivo,rock progressivo","Sound Mind Music",0.277,0.956,9,-5.574,1,0.0783,0.000108,0.772,0.151,0.526,142.236,1
spotify:track:3wor1Euig9skscliItZMqG,"Zombie Dance","Delusions","Sophie Lloyd",2018-01-10,202887,25,false,,2024-11-05T18:31:20Z,"","Sophie Lloyd",0.592,0.841,7,-7.342,1,0.0387,0.0000175,0.802,0.108,0.888,124.998,4
spotify:track:3Kqtgy3PwIfyKjJT62AiuQ,"Pursuit of the Weapon","Electromancer","Paul Wardingham",2018-04-17,203640,20,false,,2024-11-05T13:33:19Z,"djent,metal progressivo","Enigmatic Records",0.411,0.939,0,-4.573,1,0.08,0.00223,0.964,0.0874,0.297,76.013,4
spotify:track:45j3sXZn5DdgVXLs3rI6KB,"Fearless","Fearless","Gus G.",2018-04-20,264453,27,false,,2024-11-05T05:20:33Z,"","AFM Records",0.467,0.98,5,-5.654,1,0.0735,0.000519,0.866,0.176,0.323,135.023,4
spotify:track:50YQPtM31mct7NOIBHALQr,"Pull The Trigger","Pull The Trigger","Sergey Sershen",2022-05-11,188224,13,false,,2024-11-05T04:59:51Z,"","Silverman Records",0.449,0.95,9,-3.151,1,0.0829,0.00134,0.81,0.111,0.467,165.052,4
spotify:track:6LbP55YuQ4QiWzEm6Cspv4,"The Siphoning Sequence","Captain EO's Voyage","Buckethead",2010-10-20,234690,39,false,,2024-11-04T17:38:28Z,"","Hatboxghost Music",0.678,0.556,11,-8.204,0,0.028,0.152,0.892,0.134,0.189,120.006,4
spotify:track:3gdKA1HFlMzauDgmSg2GwV,"San Juan","Cartographer","Chronologist",2016-12-02,378911,19,false,,2024-10-30T17:11:46Z,"djent,metal progressivo,math rock","Chronologist",0.523,0.962,0,-5.715,1,0.0801,0.000202,0.917,0.332,0.334,150.031,4
spotify:track:4HvaGdQNcwYCGfbRSKuDNO,"The World Belongs to Me","Drop Dead Guitar","Jan Cyrka;Claudio Pietronik",2023-12-01,77026,17,false,,2024-10-29T17:49:07Z,"eletroacústica","The Scoring House",0.338,0.615,0,-8.167,0,0.0279,0.0084,0.593,0.367,0.346,85.06,4
spotify:track:5Xfb13XCPJNzDM1wbWsxUd,"Sugar on the Blade, Sugar on the Needle","To Those Who Know Pain.","Lee McKinney",2024-08-30,198093,7,false,,2024-10-29T13:36:54Z,"djent,metal progressivo","Lee McKinney, under exclusive license to ONErpm",0.426,0.732,7,-6.271,0,0.0315,0.000202,0.429,0.0397,0.336,159.84,4
spotify:track:62oCwR1AKrdgCIKUF5edDW,"SomeBeans","Short Thoughts From a Year In Isolation","David D'Andrade",2021-09-21,84520,16,false,,2024-10-28T12:21:31Z,"","DangerousDAndrade Records",0.54,0.905,2,-12.308,1,0.0585,0.00000396,0.838,0.552,0.153,110.015,4
